"","SampleSubmission$Id","season","team1","team2"
"1579","2012_1266_1281",2012,1266,1281
"1580","2012_1266_1285",2012,1266,1285
"1581","2012_1266_1290",2012,1266,1290
"1582","2012_1266_1293",2012,1266,1293
"1583","2012_1266_1301",2012,1266,1301
"1584","2012_1266_1307",2012,1266,1307
"1585","2012_1266_1308",2012,1266,1308
"1586","2012_1266_1313",2012,1266,1313
"1587","2012_1266_1314",2012,1266,1314
"1588","2012_1266_1323",2012,1266,1323
"1589","2012_1266_1325",2012,1266,1325
"1590","2012_1266_1326",2012,1266,1326
"1591","2012_1266_1345",2012,1266,1345
"1592","2012_1266_1355",2012,1266,1355
"1593","2012_1266_1361",2012,1266,1361
"1594","2012_1266_1378",2012,1266,1378
"1595","2012_1266_1379",2012,1266,1379
"1596","2012_1266_1382",2012,1266,1382
"1597","2012_1266_1387",2012,1266,1387
"1598","2012_1266_1388",2012,1266,1388
"1599","2012_1266_1393",2012,1266,1393
"1600","2012_1266_1396",2012,1266,1396
"1601","2012_1266_1400",2012,1266,1400
"1602","2012_1266_1421",2012,1266,1421
"1603","2012_1266_1424",2012,1266,1424
"1604","2012_1266_1433",2012,1266,1433
"1605","2012_1266_1435",2012,1266,1435
"1606","2012_1266_1436",2012,1266,1436
"1607","2012_1266_1438",2012,1266,1438
"1608","2012_1266_1443",2012,1266,1443
"1609","2012_1266_1452",2012,1266,1452
"1610","2012_1266_1455",2012,1266,1455
"1611","2012_1266_1458",2012,1266,1458
"1612","2012_1266_1462",2012,1266,1462
"1613","2012_1272_1276",2012,1272,1276
"1614","2012_1272_1277",2012,1272,1277
"1615","2012_1272_1281",2012,1272,1281
"1616","2012_1272_1285",2012,1272,1285
"1617","2012_1272_1290",2012,1272,1290
"1618","2012_1272_1293",2012,1272,1293
"1619","2012_1272_1301",2012,1272,1301
"1620","2012_1272_1307",2012,1272,1307
"1621","2012_1272_1308",2012,1272,1308
"1622","2012_1272_1313",2012,1272,1313
"1623","2012_1272_1314",2012,1272,1314
"1624","2012_1272_1323",2012,1272,1323
"1625","2012_1272_1325",2012,1272,1325
"1626","2012_1272_1326",2012,1272,1326
"1627","2012_1272_1345",2012,1272,1345
"1628","2012_1272_1355",2012,1272,1355
"1629","2012_1272_1361",2012,1272,1361
"1630","2012_1272_1378",2012,1272,1378
"1631","2012_1272_1379",2012,1272,1379
"1632","2012_1272_1382",2012,1272,1382
"1633","2012_1272_1387",2012,1272,1387
"1634","2012_1272_1388",2012,1272,1388
"1635","2012_1272_1393",2012,1272,1393
"1636","2012_1272_1396",2012,1272,1396
"1637","2012_1272_1400",2012,1272,1400
"1638","2012_1272_1421",2012,1272,1421
"1639","2012_1272_1424",2012,1272,1424
"1640","2012_1272_1433",2012,1272,1433
"1641","2012_1272_1435",2012,1272,1435
"1642","2012_1272_1436",2012,1272,1436
"1643","2012_1272_1438",2012,1272,1438
"1644","2012_1272_1443",2012,1272,1443
"1645","2012_1272_1452",2012,1272,1452
"1646","2012_1272_1455",2012,1272,1455
"1647","2012_1272_1458",2012,1272,1458
"1648","2012_1272_1462",2012,1272,1462
"1649","2012_1276_1277",2012,1276,1277
"1650","2012_1276_1281",2012,1276,1281
"1651","2012_1276_1285",2012,1276,1285
"1652","2012_1276_1290",2012,1276,1290
"1653","2012_1276_1293",2012,1276,1293
"1654","2012_1276_1301",2012,1276,1301
"1655","2012_1276_1307",2012,1276,1307
"1656","2012_1276_1308",2012,1276,1308
"1657","2012_1276_1313",2012,1276,1313
"1658","2012_1276_1314",2012,1276,1314
"1659","2012_1276_1323",2012,1276,1323
"1660","2012_1276_1325",2012,1276,1325
"1661","2012_1276_1326",2012,1276,1326
"1662","2012_1276_1345",2012,1276,1345
"1663","2012_1276_1355",2012,1276,1355
"1664","2012_1276_1361",2012,1276,1361
"1665","2012_1276_1378",2012,1276,1378
"1666","2012_1276_1379",2012,1276,1379
"1667","2012_1276_1382",2012,1276,1382
"1668","2012_1276_1387",2012,1276,1387
"1669","2012_1276_1388",2012,1276,1388
"1670","2012_1276_1393",2012,1276,1393
"1671","2012_1276_1396",2012,1276,1396
"1672","2012_1276_1400",2012,1276,1400
"1673","2012_1276_1421",2012,1276,1421
"1674","2012_1276_1424",2012,1276,1424
"1675","2012_1276_1433",2012,1276,1433
"1676","2012_1276_1435",2012,1276,1435
"1677","2012_1276_1436",2012,1276,1436
"1678","2012_1276_1438",2012,1276,1438
"1679","2012_1276_1443",2012,1276,1443
"1680","2012_1276_1452",2012,1276,1452
"1681","2012_1276_1455",2012,1276,1455
"1682","2012_1276_1458",2012,1276,1458
"1683","2012_1276_1462",2012,1276,1462
"1684","2012_1277_1281",2012,1277,1281
"1685","2012_1277_1285",2012,1277,1285
"1686","2012_1277_1290",2012,1277,1290
"1687","2012_1277_1293",2012,1277,1293
"1688","2012_1277_1301",2012,1277,1301
"1689","2012_1277_1307",2012,1277,1307
"1690","2012_1277_1308",2012,1277,1308
"1691","2012_1277_1313",2012,1277,1313
"1692","2012_1277_1314",2012,1277,1314
"1693","2012_1277_1323",2012,1277,1323
"1694","2012_1277_1325",2012,1277,1325
"1695","2012_1277_1326",2012,1277,1326
"1696","2012_1277_1345",2012,1277,1345
"1697","2012_1277_1355",2012,1277,1355
"1698","2012_1277_1361",2012,1277,1361
"1699","2012_1277_1378",2012,1277,1378
"1700","2012_1277_1379",2012,1277,1379
"1701","2012_1277_1382",2012,1277,1382
"1702","2012_1277_1387",2012,1277,1387
"1703","2012_1277_1388",2012,1277,1388
"1704","2012_1277_1393",2012,1277,1393
"1705","2012_1277_1396",2012,1277,1396
"1706","2012_1277_1400",2012,1277,1400
"1707","2012_1277_1421",2012,1277,1421
"1708","2012_1277_1424",2012,1277,1424
"1709","2012_1277_1433",2012,1277,1433
"1710","2012_1277_1435",2012,1277,1435
"1711","2012_1277_1436",2012,1277,1436
"1712","2012_1277_1438",2012,1277,1438
"1713","2012_1277_1443",2012,1277,1443
"1714","2012_1277_1452",2012,1277,1452
"1715","2012_1277_1455",2012,1277,1455
"1716","2012_1277_1458",2012,1277,1458
"1717","2012_1277_1462",2012,1277,1462
"1718","2012_1281_1285",2012,1281,1285
"1719","2012_1281_1290",2012,1281,1290
"1720","2012_1281_1293",2012,1281,1293
"1721","2012_1281_1301",2012,1281,1301
"1722","2012_1281_1307",2012,1281,1307
"1723","2012_1281_1308",2012,1281,1308
"1724","2012_1281_1313",2012,1281,1313
"1725","2012_1281_1314",2012,1281,1314
"1726","2012_1281_1323",2012,1281,1323
"1727","2012_1281_1325",2012,1281,1325
"1728","2012_1281_1326",2012,1281,1326
"1729","2012_1281_1345",2012,1281,1345
"1730","2012_1281_1355",2012,1281,1355
"1731","2012_1281_1361",2012,1281,1361
"1732","2012_1281_1378",2012,1281,1378
"1733","2012_1281_1379",2012,1281,1379
"1734","2012_1281_1382",2012,1281,1382
"1735","2012_1281_1387",2012,1281,1387
"1736","2012_1281_1388",2012,1281,1388
"1737","2012_1281_1393",2012,1281,1393
"1738","2012_1281_1396",2012,1281,1396
"1739","2012_1281_1400",2012,1281,1400
"1740","2012_1281_1421",2012,1281,1421
"1741","2012_1281_1424",2012,1281,1424
"1742","2012_1281_1433",2012,1281,1433
"1743","2012_1281_1435",2012,1281,1435
"1744","2012_1281_1436",2012,1281,1436
"1745","2012_1281_1438",2012,1281,1438
"1746","2012_1281_1443",2012,1281,1443
"1747","2012_1281_1452",2012,1281,1452
"1748","2012_1281_1455",2012,1281,1455
"1749","2012_1281_1458",2012,1281,1458
"1750","2012_1281_1462",2012,1281,1462
"1751","2012_1285_1290",2012,1285,1290
"1752","2012_1285_1293",2012,1285,1293
"1753","2012_1285_1301",2012,1285,1301
"1754","2012_1285_1307",2012,1285,1307
"1755","2012_1285_1308",2012,1285,1308
"1756","2012_1285_1313",2012,1285,1313
"1757","2012_1285_1314",2012,1285,1314
"1758","2012_1285_1323",2012,1285,1323
"1759","2012_1285_1325",2012,1285,1325
"1760","2012_1285_1326",2012,1285,1326
"1761","2012_1285_1345",2012,1285,1345
"1762","2012_1285_1355",2012,1285,1355
"1763","2012_1285_1361",2012,1285,1361
"1764","2012_1285_1378",2012,1285,1378
"1765","2012_1285_1379",2012,1285,1379
"1766","2012_1285_1382",2012,1285,1382
"1767","2012_1285_1387",2012,1285,1387
"1768","2012_1285_1388",2012,1285,1388
"1769","2012_1285_1393",2012,1285,1393
"1770","2012_1285_1396",2012,1285,1396
"1771","2012_1285_1400",2012,1285,1400
"1772","2012_1285_1421",2012,1285,1421
"1773","2012_1285_1424",2012,1285,1424
"1774","2012_1285_1433",2012,1285,1433
"1775","2012_1285_1435",2012,1285,1435
"1776","2012_1285_1436",2012,1285,1436
"1777","2012_1285_1438",2012,1285,1438
"1778","2012_1285_1443",2012,1285,1443
"1779","2012_1285_1452",2012,1285,1452
"1780","2012_1285_1455",2012,1285,1455
"1781","2012_1285_1458",2012,1285,1458
"1782","2012_1285_1462",2012,1285,1462
"1783","2012_1290_1293",2012,1290,1293
"1784","2012_1290_1301",2012,1290,1301
"1785","2012_1290_1307",2012,1290,1307
"1786","2012_1290_1308",2012,1290,1308
"1787","2012_1290_1313",2012,1290,1313
"1788","2012_1290_1314",2012,1290,1314
"1789","2012_1290_1323",2012,1290,1323
"1790","2012_1290_1325",2012,1290,1325
"1791","2012_1290_1326",2012,1290,1326
"1792","2012_1290_1345",2012,1290,1345
"1793","2012_1290_1355",2012,1290,1355
"1794","2012_1290_1361",2012,1290,1361
"1795","2012_1290_1378",2012,1290,1378
"1796","2012_1290_1379",2012,1290,1379
"1797","2012_1290_1382",2012,1290,1382
"1798","2012_1290_1387",2012,1290,1387
"1799","2012_1290_1388",2012,1290,1388
"1800","2012_1290_1393",2012,1290,1393
"1801","2012_1290_1396",2012,1290,1396
"1802","2012_1290_1400",2012,1290,1400
"1803","2012_1290_1421",2012,1290,1421
"1804","2012_1290_1424",2012,1290,1424
"1805","2012_1290_1433",2012,1290,1433
"1806","2012_1290_1435",2012,1290,1435
"1807","2012_1290_1436",2012,1290,1436
"1808","2012_1290_1438",2012,1290,1438
"1809","2012_1290_1443",2012,1290,1443
"1810","2012_1290_1452",2012,1290,1452
"1811","2012_1290_1455",2012,1290,1455
"1812","2012_1290_1458",2012,1290,1458
"1813","2012_1290_1462",2012,1290,1462
"1814","2012_1293_1301",2012,1293,1301
"1815","2012_1293_1307",2012,1293,1307
"1816","2012_1293_1308",2012,1293,1308
"1817","2012_1293_1313",2012,1293,1313
"1818","2012_1293_1314",2012,1293,1314
"1819","2012_1293_1323",2012,1293,1323
"1820","2012_1293_1325",2012,1293,1325
"1821","2012_1293_1326",2012,1293,1326
"1822","2012_1293_1345",2012,1293,1345
"1823","2012_1293_1355",2012,1293,1355
"1824","2012_1293_1361",2012,1293,1361
"1825","2012_1293_1378",2012,1293,1378
"1826","2012_1293_1379",2012,1293,1379
"1827","2012_1293_1382",2012,1293,1382
"1828","2012_1293_1387",2012,1293,1387
"1829","2012_1293_1388",2012,1293,1388
"1830","2012_1293_1393",2012,1293,1393
"1831","2012_1293_1396",2012,1293,1396
"1832","2012_1293_1400",2012,1293,1400
"1833","2012_1293_1421",2012,1293,1421
"1834","2012_1293_1424",2012,1293,1424
"1835","2012_1293_1433",2012,1293,1433
"1836","2012_1293_1435",2012,1293,1435
"1837","2012_1293_1436",2012,1293,1436
"1838","2012_1293_1438",2012,1293,1438
"1839","2012_1293_1443",2012,1293,1443
"1840","2012_1293_1452",2012,1293,1452
"1841","2012_1293_1455",2012,1293,1455
"1842","2012_1293_1458",2012,1293,1458
"1843","2012_1293_1462",2012,1293,1462
"1844","2012_1301_1307",2012,1301,1307
"1845","2012_1301_1308",2012,1301,1308
"1846","2012_1301_1313",2012,1301,1313
"1847","2012_1301_1314",2012,1301,1314
"1848","2012_1301_1323",2012,1301,1323
"1849","2012_1301_1325",2012,1301,1325
"1850","2012_1301_1326",2012,1301,1326
"1851","2012_1301_1345",2012,1301,1345
"1852","2012_1301_1355",2012,1301,1355
"1853","2012_1301_1361",2012,1301,1361
"1854","2012_1301_1378",2012,1301,1378
"1855","2012_1301_1379",2012,1301,1379
"1856","2012_1301_1382",2012,1301,1382
"1857","2012_1301_1387",2012,1301,1387
"1858","2012_1301_1388",2012,1301,1388
"1859","2012_1301_1393",2012,1301,1393
"1860","2012_1301_1396",2012,1301,1396
"1861","2012_1301_1400",2012,1301,1400
"1862","2012_1301_1421",2012,1301,1421
"1863","2012_1301_1424",2012,1301,1424
"1864","2012_1301_1433",2012,1301,1433
"1865","2012_1301_1435",2012,1301,1435
"1866","2012_1301_1436",2012,1301,1436
"1867","2012_1301_1438",2012,1301,1438
"1868","2012_1301_1443",2012,1301,1443
"1869","2012_1301_1452",2012,1301,1452
"1870","2012_1301_1455",2012,1301,1455
"1871","2012_1301_1458",2012,1301,1458
"1872","2012_1301_1462",2012,1301,1462
"1873","2012_1307_1308",2012,1307,1308
"1874","2012_1307_1313",2012,1307,1313
"1875","2012_1307_1314",2012,1307,1314
"1876","2012_1307_1323",2012,1307,1323
"1877","2012_1307_1325",2012,1307,1325
"1878","2012_1307_1326",2012,1307,1326
"1879","2012_1307_1345",2012,1307,1345
"1880","2012_1307_1355",2012,1307,1355
"1881","2012_1307_1361",2012,1307,1361
"1882","2012_1307_1378",2012,1307,1378
"1883","2012_1307_1379",2012,1307,1379
"1884","2012_1307_1382",2012,1307,1382
"1885","2012_1307_1387",2012,1307,1387
"1886","2012_1307_1388",2012,1307,1388
"1887","2012_1307_1393",2012,1307,1393
"1888","2012_1307_1396",2012,1307,1396
"1889","2012_1307_1400",2012,1307,1400
"1890","2012_1307_1421",2012,1307,1421
"1891","2012_1307_1424",2012,1307,1424
"1892","2012_1307_1433",2012,1307,1433
"1893","2012_1307_1435",2012,1307,1435
"1894","2012_1307_1436",2012,1307,1436
"1895","2012_1307_1438",2012,1307,1438
"1896","2012_1307_1443",2012,1307,1443
"1897","2012_1307_1452",2012,1307,1452
"1898","2012_1307_1455",2012,1307,1455
"1899","2012_1307_1458",2012,1307,1458
"1900","2012_1307_1462",2012,1307,1462
"1901","2012_1308_1313",2012,1308,1313
"1902","2012_1308_1314",2012,1308,1314
"1903","2012_1308_1323",2012,1308,1323
"1904","2012_1308_1325",2012,1308,1325
"1905","2012_1308_1326",2012,1308,1326
"1906","2012_1308_1345",2012,1308,1345
"1907","2012_1308_1355",2012,1308,1355
"1908","2012_1308_1361",2012,1308,1361
"1909","2012_1308_1378",2012,1308,1378
"1910","2012_1308_1379",2012,1308,1379
"1911","2012_1308_1382",2012,1308,1382
"1912","2012_1308_1387",2012,1308,1387
"1913","2012_1308_1388",2012,1308,1388
"1914","2012_1308_1393",2012,1308,1393
"1915","2012_1308_1396",2012,1308,1396
"1916","2012_1308_1400",2012,1308,1400
"1917","2012_1308_1421",2012,1308,1421
"1918","2012_1308_1424",2012,1308,1424
"1919","2012_1308_1433",2012,1308,1433
"1920","2012_1308_1435",2012,1308,1435
"1921","2012_1308_1436",2012,1308,1436
"1922","2012_1308_1438",2012,1308,1438
"1923","2012_1308_1443",2012,1308,1443
"1924","2012_1308_1452",2012,1308,1452
"1925","2012_1308_1455",2012,1308,1455
"1926","2012_1308_1458",2012,1308,1458
"1927","2012_1308_1462",2012,1308,1462
"1928","2012_1313_1314",2012,1313,1314
"1929","2012_1313_1323",2012,1313,1323
"1930","2012_1313_1325",2012,1313,1325
"1931","2012_1313_1326",2012,1313,1326
"1932","2012_1313_1345",2012,1313,1345
"1933","2012_1313_1355",2012,1313,1355
"1934","2012_1313_1361",2012,1313,1361
"1935","2012_1313_1378",2012,1313,1378
"1936","2012_1313_1379",2012,1313,1379
"1937","2012_1313_1382",2012,1313,1382
"1938","2012_1313_1387",2012,1313,1387
"1939","2012_1313_1388",2012,1313,1388
"1940","2012_1313_1393",2012,1313,1393
"1941","2012_1313_1396",2012,1313,1396
"1942","2012_1313_1400",2012,1313,1400
"1943","2012_1313_1421",2012,1313,1421
"1944","2012_1313_1424",2012,1313,1424
"1945","2012_1313_1433",2012,1313,1433
"1946","2012_1313_1435",2012,1313,1435
"1947","2012_1313_1436",2012,1313,1436
"1948","2012_1313_1438",2012,1313,1438
"1949","2012_1313_1443",2012,1313,1443
"1950","2012_1313_1452",2012,1313,1452
"1951","2012_1313_1455",2012,1313,1455
"1952","2012_1313_1458",2012,1313,1458
"1953","2012_1313_1462",2012,1313,1462
"1954","2012_1314_1323",2012,1314,1323
"1955","2012_1314_1325",2012,1314,1325
"1956","2012_1314_1326",2012,1314,1326
"1957","2012_1314_1345",2012,1314,1345
"1958","2012_1314_1355",2012,1314,1355
"1959","2012_1314_1361",2012,1314,1361
"1960","2012_1314_1378",2012,1314,1378
"1961","2012_1314_1379",2012,1314,1379
"1962","2012_1314_1382",2012,1314,1382
"1963","2012_1314_1387",2012,1314,1387
"1964","2012_1314_1388",2012,1314,1388
"1965","2012_1314_1393",2012,1314,1393
"1966","2012_1314_1396",2012,1314,1396
"1967","2012_1314_1400",2012,1314,1400
"1968","2012_1314_1421",2012,1314,1421
"1969","2012_1314_1424",2012,1314,1424
"1970","2012_1314_1433",2012,1314,1433
"1971","2012_1314_1435",2012,1314,1435
"1972","2012_1314_1436",2012,1314,1436
"1973","2012_1314_1438",2012,1314,1438
"1974","2012_1314_1443",2012,1314,1443
"1975","2012_1314_1452",2012,1314,1452
"1976","2012_1314_1455",2012,1314,1455
"1977","2012_1314_1458",2012,1314,1458
"1978","2012_1314_1462",2012,1314,1462
"1979","2012_1323_1325",2012,1323,1325
"1980","2012_1323_1326",2012,1323,1326
"1981","2012_1323_1345",2012,1323,1345
"1982","2012_1323_1355",2012,1323,1355
"1983","2012_1323_1361",2012,1323,1361
"1984","2012_1323_1378",2012,1323,1378
"1985","2012_1323_1379",2012,1323,1379
"1986","2012_1323_1382",2012,1323,1382
"1987","2012_1323_1387",2012,1323,1387
"1988","2012_1323_1388",2012,1323,1388
"1989","2012_1323_1393",2012,1323,1393
"1990","2012_1323_1396",2012,1323,1396
"1991","2012_1323_1400",2012,1323,1400
"1992","2012_1323_1421",2012,1323,1421
"1993","2012_1323_1424",2012,1323,1424
"1994","2012_1323_1433",2012,1323,1433
"1995","2012_1323_1435",2012,1323,1435
"1996","2012_1323_1436",2012,1323,1436
"1997","2012_1323_1438",2012,1323,1438
"1998","2012_1323_1443",2012,1323,1443
"1999","2012_1323_1452",2012,1323,1452
"2000","2012_1323_1455",2012,1323,1455
"2001","2012_1323_1458",2012,1323,1458
"2002","2012_1323_1462",2012,1323,1462
"2003","2012_1325_1326",2012,1325,1326
"2004","2012_1325_1345",2012,1325,1345
"2005","2012_1325_1355",2012,1325,1355
"2006","2012_1325_1361",2012,1325,1361
"2007","2012_1325_1378",2012,1325,1378
"2008","2012_1325_1379",2012,1325,1379
"2009","2012_1325_1382",2012,1325,1382
"2010","2012_1325_1387",2012,1325,1387
"2011","2012_1325_1388",2012,1325,1388
"2012","2012_1325_1393",2012,1325,1393
"2013","2012_1325_1396",2012,1325,1396
"2014","2012_1325_1400",2012,1325,1400
"2015","2012_1325_1421",2012,1325,1421
"2016","2012_1325_1424",2012,1325,1424
"2017","2012_1325_1433",2012,1325,1433
"2018","2012_1325_1435",2012,1325,1435
"2019","2012_1325_1436",2012,1325,1436
"2020","2012_1325_1438",2012,1325,1438
"2021","2012_1325_1443",2012,1325,1443
"2022","2012_1325_1452",2012,1325,1452
"2023","2012_1325_1455",2012,1325,1455
"2024","2012_1325_1458",2012,1325,1458
"2025","2012_1325_1462",2012,1325,1462
"2026","2012_1326_1345",2012,1326,1345
"2027","2012_1326_1355",2012,1326,1355
"2028","2012_1326_1361",2012,1326,1361
"2029","2012_1326_1378",2012,1326,1378
"2030","2012_1326_1379",2012,1326,1379
"2031","2012_1326_1382",2012,1326,1382
"2032","2012_1326_1387",2012,1326,1387
"2033","2012_1326_1388",2012,1326,1388
"2034","2012_1326_1393",2012,1326,1393
"2035","2012_1326_1396",2012,1326,1396
"2036","2012_1326_1400",2012,1326,1400
"2037","2012_1326_1421",2012,1326,1421
"2038","2012_1326_1424",2012,1326,1424
"2039","2012_1326_1433",2012,1326,1433
"2040","2012_1326_1435",2012,1326,1435
"2041","2012_1326_1436",2012,1326,1436
"2042","2012_1326_1438",2012,1326,1438
"2043","2012_1326_1443",2012,1326,1443
"2044","2012_1326_1452",2012,1326,1452
"2045","2012_1326_1455",2012,1326,1455
"2046","2012_1326_1458",2012,1326,1458
"2047","2012_1326_1462",2012,1326,1462
"2048","2012_1345_1355",2012,1345,1355
"2049","2012_1345_1361",2012,1345,1361
"2050","2012_1345_1378",2012,1345,1378
"2051","2012_1345_1379",2012,1345,1379
"2052","2012_1345_1382",2012,1345,1382
"2053","2012_1345_1387",2012,1345,1387
"2054","2012_1345_1388",2012,1345,1388
"2055","2012_1345_1393",2012,1345,1393
"2056","2012_1345_1396",2012,1345,1396
"2057","2012_1345_1400",2012,1345,1400
"2058","2012_1345_1421",2012,1345,1421
"2059","2012_1345_1424",2012,1345,1424
"2060","2012_1345_1433",2012,1345,1433
"2061","2012_1345_1435",2012,1345,1435
"2062","2012_1345_1436",2012,1345,1436
"2063","2012_1345_1438",2012,1345,1438
"2064","2012_1345_1443",2012,1345,1443
"2065","2012_1345_1452",2012,1345,1452
"2066","2012_1345_1455",2012,1345,1455
"2067","2012_1345_1458",2012,1345,1458
"2068","2012_1345_1462",2012,1345,1462
"2069","2012_1355_1361",2012,1355,1361
"2070","2012_1355_1378",2012,1355,1378
"2071","2012_1355_1379",2012,1355,1379
"2072","2012_1355_1382",2012,1355,1382
"2073","2012_1355_1387",2012,1355,1387
"2074","2012_1355_1388",2012,1355,1388
"2075","2012_1355_1393",2012,1355,1393
"2076","2012_1355_1396",2012,1355,1396
"2077","2012_1355_1400",2012,1355,1400
"2078","2012_1355_1421",2012,1355,1421
"2079","2012_1355_1424",2012,1355,1424
"2080","2012_1355_1433",2012,1355,1433
"2081","2012_1355_1435",2012,1355,1435
"2082","2012_1355_1436",2012,1355,1436
"2083","2012_1355_1438",2012,1355,1438
"2084","2012_1355_1443",2012,1355,1443
"2085","2012_1355_1452",2012,1355,1452
"2086","2012_1355_1455",2012,1355,1455
"2087","2012_1355_1458",2012,1355,1458
"2088","2012_1355_1462",2012,1355,1462
"2089","2012_1361_1378",2012,1361,1378
"2090","2012_1361_1379",2012,1361,1379
"2091","2012_1361_1382",2012,1361,1382
"2092","2012_1361_1387",2012,1361,1387
"2093","2012_1361_1388",2012,1361,1388
"2094","2012_1361_1393",2012,1361,1393
"2095","2012_1361_1396",2012,1361,1396
"2096","2012_1361_1400",2012,1361,1400
"2097","2012_1361_1421",2012,1361,1421
"2098","2012_1361_1424",2012,1361,1424
"2099","2012_1361_1433",2012,1361,1433
"2100","2012_1361_1435",2012,1361,1435
"2101","2012_1361_1436",2012,1361,1436
"2102","2012_1361_1438",2012,1361,1438
"2103","2012_1361_1443",2012,1361,1443
"2104","2012_1361_1452",2012,1361,1452
"2105","2012_1361_1455",2012,1361,1455
"2106","2012_1361_1458",2012,1361,1458
"2107","2012_1361_1462",2012,1361,1462
"2108","2012_1378_1379",2012,1378,1379
"2109","2012_1378_1382",2012,1378,1382
"2110","2012_1378_1387",2012,1378,1387
"2111","2012_1378_1388",2012,1378,1388
"2112","2012_1378_1393",2012,1378,1393
"2113","2012_1378_1396",2012,1378,1396
"2114","2012_1378_1400",2012,1378,1400
"2115","2012_1378_1421",2012,1378,1421
"2116","2012_1378_1424",2012,1378,1424
"2117","2012_1378_1433",2012,1378,1433
"2118","2012_1378_1435",2012,1378,1435
"2119","2012_1378_1436",2012,1378,1436
"2120","2012_1378_1438",2012,1378,1438
"2121","2012_1378_1443",2012,1378,1443
"2122","2012_1378_1452",2012,1378,1452
"2123","2012_1378_1455",2012,1378,1455
"2124","2012_1378_1458",2012,1378,1458
"2125","2012_1378_1462",2012,1378,1462
"2126","2012_1379_1382",2012,1379,1382
"2127","2012_1379_1387",2012,1379,1387
"2128","2012_1379_1388",2012,1379,1388
"2129","2012_1379_1393",2012,1379,1393
"2130","2012_1379_1396",2012,1379,1396
"2131","2012_1379_1400",2012,1379,1400
"2132","2012_1379_1421",2012,1379,1421
"2133","2012_1379_1424",2012,1379,1424
"2134","2012_1379_1433",2012,1379,1433
"2135","2012_1379_1435",2012,1379,1435
"2136","2012_1379_1436",2012,1379,1436
"2137","2012_1379_1438",2012,1379,1438
"2138","2012_1379_1443",2012,1379,1443
"2139","2012_1379_1452",2012,1379,1452
"2140","2012_1379_1455",2012,1379,1455
"2141","2012_1379_1458",2012,1379,1458
"2142","2012_1379_1462",2012,1379,1462
"2143","2012_1382_1387",2012,1382,1387
"2144","2012_1382_1388",2012,1382,1388
"2145","2012_1382_1393",2012,1382,1393
"2146","2012_1382_1396",2012,1382,1396
"2147","2012_1382_1400",2012,1382,1400
"2148","2012_1382_1421",2012,1382,1421
"2149","2012_1382_1424",2012,1382,1424
"2150","2012_1382_1433",2012,1382,1433
"2151","2012_1382_1435",2012,1382,1435
"2152","2012_1382_1436",2012,1382,1436
"2153","2012_1382_1438",2012,1382,1438
"2154","2012_1382_1443",2012,1382,1443
"2155","2012_1382_1452",2012,1382,1452
"2156","2012_1382_1455",2012,1382,1455
"2157","2012_1382_1458",2012,1382,1458
"2158","2012_1382_1462",2012,1382,1462
"2159","2012_1387_1388",2012,1387,1388
"2160","2012_1387_1393",2012,1387,1393
"2161","2012_1387_1396",2012,1387,1396
"2162","2012_1387_1400",2012,1387,1400
"2163","2012_1387_1421",2012,1387,1421
"2164","2012_1387_1424",2012,1387,1424
"2165","2012_1387_1433",2012,1387,1433
"2166","2012_1387_1435",2012,1387,1435
"2167","2012_1387_1436",2012,1387,1436
"2168","2012_1387_1438",2012,1387,1438
"2169","2012_1387_1443",2012,1387,1443
"2170","2012_1387_1452",2012,1387,1452
"2171","2012_1387_1455",2012,1387,1455
"2172","2012_1387_1458",2012,1387,1458
"2173","2012_1387_1462",2012,1387,1462
"2174","2012_1388_1393",2012,1388,1393
"2175","2012_1388_1396",2012,1388,1396
"2176","2012_1388_1400",2012,1388,1400
"2177","2012_1388_1421",2012,1388,1421
"2178","2012_1388_1424",2012,1388,1424
"2179","2012_1388_1433",2012,1388,1433
"2180","2012_1388_1435",2012,1388,1435
"2181","2012_1388_1436",2012,1388,1436
"2182","2012_1388_1438",2012,1388,1438
"2183","2012_1388_1443",2012,1388,1443
"2184","2012_1388_1452",2012,1388,1452
"2185","2012_1388_1455",2012,1388,1455
"2186","2012_1388_1458",2012,1388,1458
"2187","2012_1388_1462",2012,1388,1462
"2188","2012_1393_1396",2012,1393,1396
"2189","2012_1393_1400",2012,1393,1400
"2190","2012_1393_1421",2012,1393,1421
"2191","2012_1393_1424",2012,1393,1424
"2192","2012_1393_1433",2012,1393,1433
"2193","2012_1393_1435",2012,1393,1435
"2194","2012_1393_1436",2012,1393,1436
"2195","2012_1393_1438",2012,1393,1438
"2196","2012_1393_1443",2012,1393,1443
"2197","2012_1393_1452",2012,1393,1452
"2198","2012_1393_1455",2012,1393,1455
"2199","2012_1393_1458",2012,1393,1458
"2200","2012_1393_1462",2012,1393,1462
"2201","2012_1396_1400",2012,1396,1400
"2202","2012_1396_1421",2012,1396,1421
"2203","2012_1396_1424",2012,1396,1424
"2204","2012_1396_1433",2012,1396,1433
"2205","2012_1396_1435",2012,1396,1435
"2206","2012_1396_1436",2012,1396,1436
"2207","2012_1396_1438",2012,1396,1438
"2208","2012_1396_1443",2012,1396,1443
"2209","2012_1396_1452",2012,1396,1452
"2210","2012_1396_1455",2012,1396,1455
"2211","2012_1396_1458",2012,1396,1458
"2212","2012_1396_1462",2012,1396,1462
"2213","2012_1400_1421",2012,1400,1421
