ID,Season,team,score,Oscore,fgm,fga,fgm3,fga3,ftm,fta,or,dr,ast,to,stl,blk,pf,Ofgm,Ofga,Ofgm3,Ofga3,Oftm,Ofta,Oor,Odr,Oast,Oto,Ostl,Oblk,Opf,Margin,Win,fgp,fgp3,ftp,atr,Ofgp,Ofgp3,Oftp,Oatr,Num.T.W.p,Num.H.W.p,Num.A.W.p,Num.N.W.p,SeedNum.ThisYr,SeedNum.LastYr,Num.TR.W.ThisYr,Num.TR.G.ThisYr,Num.TR.W.LastYr,Num.TR.G.LastYr,Win.first,Rb.Margin,St.Margin,Tur.Margin,Pf.Margin,blk.Margin,Conference,Team_Name,Rank,Pyth,Adjust.O,Adjust.O.Rank,Adjust.D,Adjust.D.Rank,Adjust.T,Adjust.T.Rank,Luck,Luck.Rank,SOS.Pyth,SOS.Pyth.Rank,SOS.Opp.O,SOS.OppO.Rank,SOS.OppD,SOS.OppD.Rank,NCSOS.Pyth,NCSOS.Pyth.Rank
2003_1336,2003,1336,-1.153669205,0.578286813,-0.837442791,0.167385941,-0.089459602,0.212101314,-1.280192186,-1.737013413,-0.108229639,-1.557592819,-1.150447705,0.540908689,-0.887683005,0.49314419,0.728797734,0.526936022,-0.588276261,-0.753811713,-1.262816527,0.66329272,0.546895889,-0.882787507,0.704849241,0.941046895,-0.535208115,0.853450963,-0.126506586,-1.521316699,-1.480909148,0.25,0.400881057,0.328244275,0.735632184,-1.146557492,0.476190476,0.367681499,0.7088,1.080410548,0.25,0.388888889,0,0,20,20,0,0,0,0,0,-0.901610791,-1.284334662,0.843111498,1.912022463,0.509078826,B10,Penn St.,212,0.3606,97.3,233,102.2,181,69.5,119,-0.005,176,0.6866,35,104.9,45,98,37,0.4775,168
2003_1337,2003,1337,1.52083006,1.710843659,1.936742785,1.523516615,1.27876616,0.714784197,-0.5381897,-0.858843432,-0.488453042,-0.250327776,-0.028482219,-1.083161758,-0.178446446,-0.117763139,-0.347253937,2.014696167,1.031481781,1.68979583,1.20034358,-0.479740765,-0.619868423,0.054383516,1.014781616,0.781105751,0.710671339,-1.782515874,-1.008719901,-0.622953847,-0.020891297,0.535714286,0.46260069,0.387323944,0.723865878,0.647781924,0.481791045,0.374137931,0.707779886,0.028498948,0.535714286,0.5,0.5,0.75,20,20,0,0,0,0,0,-0.941272282,1.09776352,-1.408052632,0.210852062,0.426891543,WCC,Pepperdine,150,0.5242,109.1,36,108.2,285,72.3,35,0.042,70,0.5286,132,101.7,152,100.7,121,0.5101,146
2003_1338,2003,1338,0.858751221,-2.133404173,1.077354359,-0.660854941,0.089169873,-0.091031698,0.07751449,0.743816785,-0.240307242,1.237743078,2.28250876,0.095793085,0.772657965,0.731398048,-0.704531223,-1.985725556,-0.764495336,-1.180085473,-0.278625756,-0.779106677,-0.760356371,-1.0862875,-1.746655072,-1.402090864,0.724287508,-0.809864545,0.001500836,0.565879659,2.4609554,0.866666667,0.502180685,0.358348968,0.635964912,1.423920942,0.383510306,0.300191205,0.688405797,-1.514186232,0.866666667,0.8,1,1,2,3,2,3,2,3,1,1.862134131,1.164405553,-0.486449289,-1.095247996,0.655189552,BE,Pittsburgh,1,0.9542,113.9,9,87.5,2,66.6,254,-0.022,222,0.6628,52,104.1,67,98.1,45,0.3198,302
2003_1339,2003,1339,-0.357992397,0.656041393,-1.151838185,-0.542871909,0.653774145,0.990667395,0.920672554,0.635039351,-1.944123147,-1.936981513,0.121972923,-0.396997564,0.155965664,-0.621196031,1.546972098,-0.152024759,-1.227199224,-0.348052189,-0.624219462,1.981107514,1.933696253,-0.561471727,1.660305254,1.361632866,1.518564026,-0.956080104,0.959442266,1.173771856,-0.839766438,0.37037037,0.409059712,0.334500876,0.729818781,0.256104824,0.46991404,0.357777778,0.706293706,-0.071343608,0.37037037,0.357142857,0.416666667,0,20,20,0,0,0,0,0,-2.642676814,0.785034361,-1.492603398,0.393639602,-1.063640791,WCC,Portland,200,0.3875,98.1,218,102.1,180,69.6,116,0.012,136,0.5365,127,101.8,145,100.5,115,0.5162,134
2003_1340,2003,1340,-2.206511713,-0.732164329,-2.358427411,-1.726100136,-1.257012251,-1.206378386,-0.408733948,-0.226073173,-0.968735235,-0.404858211,-1.945882547,1.746329865,-1.477986048,-0.483085722,0.614862851,-0.964244261,-1.422998196,-1.674237221,-1.808253549,0.78151504,0.266396224,-2.240882201,-0.038259206,-0.024997614,-0.240281896,0.414531834,0.253364089,0.595226179,-1.36587076,0.16,0.394971614,0.327731092,0.671342685,-2.084823936,0.443137255,0.341880342,0.748603352,0.074667465,0.16,0.235294118,0,0,20,20,0,0,0,0,0,0.164886712,-1.440021793,1.567288804,0.049334345,-0.567026669,BSky,Portland St.,287,0.1919,86.8,320,98.3,99,67.2,221,-0.047,277,0.5085,149,101.2,168,100.9,134,0.5809,85
2003_1341,2003,1341,0.128009488,0.312531253,0.032676534,0.02897964,-1.029131892,-0.733383733,0.832037927,0.882776249,-0.543657892,1.885163344,-0.915648745,-0.153936266,-0.331769469,-1.477558591,0.29299317,0.366543331,1.369002761,1.385047073,1.997525891,-0.516340359,-0.100531036,0.93800191,0.7482272,0.51086037,-0.475343924,-1.279420359,-0.486191934,-0.409205445,-0.136210859,0.586206897,0.43803681,0.315098468,0.698365527,-0.6391435,0.415819209,0.332822086,0.649746193,0.681290283,0.586206897,0.526315789,0.777777778,0,20,20,0,0,0,0,0,-0.065642288,0.629117973,0.247247267,0.600206713,-1.068539139,SWAC,Prairie View A&M,250,0.2676,96.6,246,105.4,243,68.6,160,0.126,4,0.2993,301,96,313,103.4,259,0.7047,22
2003_1343,2003,1343,-0.776736011,-1.454153382,-0.649600654,-1.572409994,1.14720599,1.423110078,-1.367629467,-1.460239755,-1.89543357,-1.526074374,0.554820793,-1.752531724,0.163581835,-1.32782958,-0.730282887,-1.656690716,-2.525259214,-0.086518884,-1.098110497,-0.239829341,-0.637269147,-2.406977742,-1.001882433,-0.639909797,-0.932695506,-1.221370876,-1.7831515,-0.833723593,0.473692399,0.576923077,0.463790447,0.341880342,0.687058824,1.749387517,0.449713818,0.396551724,0.737704918,0.09162228,0.576923077,0.461538462,0.636363636,1,20,20,0,0,0,0,0,-0.278467744,0.975059287,-0.66172953,0.046918482,-0.249573019,Ivy,Princeton,138,0.5495,107.6,56,105.7,248,60.9,320,-0.027,233,0.4515,188,99,238,100.7,120,0.5991,66
2003_1344,2003,1344,0.416935379,-0.294229648,0.144949995,0.380487706,0.291913671,0.468958085,0.618637359,-0.212412751,0.229210006,-0.262438312,0.690589597,-0.34752491,1.274830057,2.120474921,-1.051525753,-0.046231977,0.46711929,-0.777686039,-0.256346102,-0.295616652,-0.238473615,1.274090828,-0.554368906,-0.068236875,0.313454826,1.26565107,-0.536297355,-0.777843994,0.603202215,0.551724138,0.431736527,0.339222615,0.786206897,0.63476399,0.424224344,0.319526627,0.687392055,-0.330365359,0.551724138,0.6,0.428571429,0.5,20,20,0,0,0,0,0,-0.190097312,0.115734744,-0.518082937,-0.2842214,2.184943658,BE,Providence,39,0.8058,105.6,84,93.3,24,68.4,168,-0.051,281,0.7069,23,105.3,26,97.5,19,0.5384,121
2003_1345,2003,1345,0.361256952,-0.892655921,-0.37230988,-0.433316237,-0.916095999,-0.816113675,2.129861789,1.665895265,-0.748605897,0.19843485,-0.705530357,-0.622005952,0.094336846,-0.270489972,0.391212896,-0.960824123,-0.449155938,-1.03889926,-0.586654929,0.140763127,-0.131732333,-0.829234877,0.157909756,-0.358474899,0.853641112,-1.414706548,0.80760163,1.667871424,1.031423456,0.642857143,0.436638214,0.329493088,0.75070028,-0.207116254,0.414809961,0.319829424,0.723591549,-0.851268288,0.642857143,0.7,0.75,0.25,9,20,1,2,0,0,1,-0.048888727,1.055226053,-1.154400336,-1.041658013,-0.6689389,B10,Purdue,27,0.8379,104,109,90.2,10,70.9,68,-0.013,197,0.7223,14,106.2,6,97.7,27,0.6147,56
2003_1346,2003,1346,0.810123962,0.73021517,0.807134287,0.540549415,0.281101542,0.189252092,0.361685654,0.531592372,0.031852668,0.022832083,1.693154476,0.320355912,0.448955125,-0.606489003,1.3195712,0.544036713,0.455126159,-0.468724166,-0.264673215,0.875570367,0.96359743,0.50958087,0.394916866,-0.238519041,0.894489619,0.02587998,-0.33408619,0.791967644,0.13337474,0.571428571,0.451533742,0.35440613,0.682769726,0.858900425,0.445887446,0.335378323,0.690909091,-0.790324306,0.571428571,0.466666667,0.636363636,1,20,20,0,0,0,0,0,-0.37609603,0.332089105,-0.441003253,0.509958946,-0.367585528,NEC,Quinnipiac,224,0.3255,98.4,211,104.8,231,71.7,50,0.045,65,0.3064,296,97.6,282,104.8,298,0.4693,177
2003_1347,2003,1347,-1.148681794,0.670364605,-1.465372221,0.443466235,-0.043852076,0.22885741,-0.099303124,0.129097798,0.133245575,0.054050353,-2.321418581,-0.334619001,-1.162284852,0.04718184,0.221013874,0.424331874,0.181522858,-0.001723613,0.066967949,0.775418861,0.728657133,0.513151046,2.507318698,0.53852835,-0.019155314,-0.123287136,0.824899931,0.48203246,-1.549961565,0.333333333,0.370028818,0.330373002,0.671428571,-1.554404512,0.449207281,0.344322344,0.702623907,0.350363864,0.333333333,0.285714286,0.444444444,0,20,20,0,0,0,0,0,-1.460176794,-0.820676266,-0.249707146,-0.205405017,-0.393154905,BSth,Radford,308,0.1235,89.3,312,105.9,249,70.4,86,0.067,35,0.2934,304,97.2,292,104.9,300,0.4191,234
2003_1348,2003,1348,0.170144514,0.072493974,-0.03147973,1.338347187,-0.671348719,-0.104636177,0.862523722,1.271391701,2.045449565,-0.055213591,-0.168561144,-0.676625605,0.906102297,-0.710764564,0.659680149,-0.112276026,0.12171711,0.362664147,1.095977094,0.240426638,0.290306271,0.084853116,1.117882852,0.047582574,0.924773857,-0.302823183,1.518024929,1.108717994,0.092528437,0.620689655,0.399100618,0.305447471,0.668555241,0.234047112,0.431097561,0.321548822,0.6912,-0.609885297,0.620689655,0.611111111,0.6,1,20,20,0,0,0,0,0,0.34601664,0.916612581,-1.252799934,-0.33837006,-1.438854254,A10,Rhode Island,120,0.5914,100.3,180,97.1,72,69.9,104,0.113,7,0.5927,93,103.3,86,100,100,0.5324,124
2003_1349,2003,1349,0.553595542,0.111759331,0.329696273,-0.325783131,0.003444617,-0.608778142,0.773324543,0.31882588,-0.532923615,0.228063301,0.944461032,0.892159407,0.778315693,-0.019339181,0.781154642,-0.116556659,0.009425866,-0.559228149,-1.308728734,0.71107031,0.452090777,0.243801152,-0.684106957,0.366443526,0.692516447,-0.066072352,0.367455989,-0.083936137,0.400075415,0.62962963,0.460810811,0.387614679,0.745704467,0.015962609,0.434036939,0.381418093,0.722689076,-0.252217924,0.62962963,0.611111111,0.75,0,20,20,0,0,0,0,0,0.133627581,0.652695573,0.16787969,0.76198419,-0.211328224,WAC,Rice,113,0.6078,104.1,106,100.2,138,70.5,81,0.063,40,0.4977,153,100.1,205,100.2,103,0.5043,152
2003_1350,2003,1350,-0.692333667,-1.465840178,-0.770995233,-0.287691466,0.309606245,0.452018144,-0.459253266,-0.57831691,-0.328358977,-0.445441962,-0.279957242,-1.504217059,-0.342116421,0.615325656,-0.537145408,-1.57644901,-0.90626557,0.101450927,0.411488383,-0.496069814,-0.560339632,0.188265091,0.285528969,-1.558033479,0.220489259,-2.027722091,-1.527668911,-0.510658491,0.557606342,0.535714286,0.416504224,0.341284404,0.701886792,0.792057072,0.403378378,0.335216573,0.69924812,-1.378450957,0.535714286,0.588235294,0.555555556,0,20,20,0,0,0,0,0,-0.614064978,1.140300988,-1.360492827,-0.050866461,1.358347419,A10,Richmond,103,0.6239,99.3,198,95,44,63.5,307,-0.037,265,0.5958,91,103.3,84,99.9,97,0.5083,148
2003_1351,2003,1351,-0.474134427,-0.250413319,-0.339086101,0.231096778,0.537643872,1.571630021,-0.853935439,-1.273534812,-0.428417768,-0.152770684,-0.183236079,-0.862608981,0.148893504,0.187690525,-0.684838774,-0.499105457,-0.170915293,0.345811682,0.508082897,0.222408376,-0.238884158,0.241817721,0.686617925,1.320907112,-0.228844314,-0.433881678,-1.112509703,-1.745907412,-0.219233345,0.428571429,0.417919799,0.301710731,0.733615222,0.356770341,0.424710425,0.34264432,0.744186047,1.120827621,0.428571429,0.470588235,0.4,0,20,20,0,0,0,0,0,-0.752880198,0.41716404,-0.504416327,0.84645419,0.755640676,MAAC,Rider,211,0.364,98.9,202,103.8,215,64.6,296,-0.014,199,0.3983,238,99.1,235,102.7,221,0.3555,285
2003_1352,2003,1352,0.216909762,0.933140459,0.33433435,-0.553036601,0.748140143,0.35271191,-0.500543093,-0.764083637,-1.248899848,-1.126840733,-1.049262489,-0.780865645,-1.275874612,-0.96598447,-0.434896154,1.308306071,0.417670687,1.360848661,1.086411589,-0.837723779,-1.034738308,0.101756997,-0.707376557,0.32896444,-1.218635053,-1.584464698,-0.665415172,-0.978843746,-0.552770079,0.346153846,0.468616262,0.375502008,0.717573222,-0.366403922,0.474632844,0.364661654,0.713347921,1.187344441,0.346153846,0.294117647,0.444444444,0,20,20,0,0,0,0,0,-0.844406717,0.104677259,0.328490012,0.42943017,-0.515101165,NEC,Robert Morris,278,0.2097,103.1,123,115.7,323,66.3,264,-0.043,272,0.2982,302,97.1,296,104.6,294,0.4526,197
2003_1353,2003,1353,-0.35568341,-0.167543306,-0.222802873,1.232267075,0.309606245,0.611962698,-0.648700709,-0.358774414,1.212546393,-0.406419125,-0.57012073,-0.722257214,1.64920161,1.714958849,1.066382572,-0.755615827,-0.737333749,-0.468724166,-0.763744871,1.234809462,1.106466529,0.268594036,1.725802946,-0.278504327,1.445944459,-1.261452662,1.118971036,-0.196231493,-0.180666835,0.428571429,0.395076202,0.33273703,0.656934307,-0.038978863,0.430861723,0.358078603,0.711309524,-1.09799361,0.428571429,0.5,0.25,0,20,20,0,0,0,0,0,-0.643811097,2.161200209,-1.693411466,1.108172713,0.947411003,BE,Rutgers,96,0.6384,100.1,183,95.3,48,70,101,-0.04,270,0.6726,45,104.7,53,98.3,50,0.354,286
2003_1354,2003,1354,0.544544315,0.270746986,0.116079676,-0.439990705,-0.86858816,-0.826776645,1.639403409,1.76834843,0.693574801,0.636791387,-1.77978007,2.547270616,0.721738417,-0.294926265,0.929942033,-0.293897161,0.506136944,1.024591555,1.419291145,0.790659308,1.273147145,1.862677319,-0.997955688,-0.86095666,1.429605056,2.251126403,-0.143804886,1.634931453,0.265235472,0.666666667,0.456161864,0.334051724,0.698966408,-2.223653407,0.414269275,0.338050314,0.657142857,-1.470382539,0.666666667,0.533333333,0.818181818,0.75,16,20,0,1,0,0,0,0.520253674,-0.99933363,0.904410803,-0.536915147,-0.188599889,MEAC,South Carolina St.,240,0.2881,96.1,254,103.9,216,73.2,19,0.115,6,0.2321,316,95.2,317,105.7,312,0.5186,132
2003_1356,2003,1356,0.847113928,-0.341570333,1.309920815,0.451961013,-0.123665246,-0.709483972,-0.276120737,-0.41731908,-0.501794214,-0.346584108,0.007627015,-1.363865292,0.696278643,-0.038345187,0.102859181,-0.325818452,-0.64392439,-0.077746959,-1.270329433,-0.154248372,-0.115857989,-0.386533136,-0.113129144,-0.637039058,0.571786416,-1.639478914,-1.451556389,0.125681862,1.021139054,0.8,0.472926267,0.385263158,0.706185567,0.911133001,0.444857497,0.407002188,0.690163934,-0.894397534,0.8,0.736842105,1,0.666666667,11,11,0,1,2,3,0,-0.220094164,1.680526826,-1.522196166,-0.0134781,0.731897683,MVC,Southern Illinois,57,0.7559,108.7,44,98.5,105,68.9,144,0.063,41,0.5395,125,102.1,139,100.7,118,0.5812,84
2003_1357,2003,1357,-0.131249905,1.455327785,0.757298618,1.79656306,-0.032450195,0.109279815,-1.753810793,-2.041933546,0.692240684,-1.440524308,0.048894711,0.260205155,1.430974976,-0.881397301,0.391212896,1.364869896,0.08745102,-0.224363412,-0.409564986,0.924557516,0.725482264,0.402475611,1.707571629,1.100988039,1.425520206,0.608244746,0.081073018,-2.06033441,-1.277057599,0.25,0.41459276,0.337864078,0.707317073,-0.207082569,0.486708861,0.354166667,0.7171875,-0.187232469,0.25,0.266666667,0.272727273,0,20,20,0,0,0,0,0,-1.466787042,0.693657579,-0.90074804,2.061575904,-0.833313467,NEC,Sacred Heart,299,0.1497,93.5,280,108.7,290,71.8,49,-0.003,169,0.3248,285,97.8,275,104.2,284,0.4427,210
2003_1358,2003,1358,0.366105824,-0.890865519,-0.118209494,-0.693890189,0.180807215,0.007304583,1.051648564,0.989198438,-0.532923615,1.563511504,1.104946516,0.434716611,0.580295229,2.007968105,0.256022672,-1.020993222,0.514381111,-0.939344878,-0.323703196,0.219989257,0.328623654,1.187914182,-0.570667656,0.718906417,-0.006446889,-0.034286361,-1.031784302,0.102390973,1.034280235,0.777777778,0.455239417,0.358606557,0.71023622,0.39193039,0.387859425,0.314102564,0.685470085,0.478680845,0.777777778,0.736842105,1,0,15,20,0,1,0,0,0,0.400975411,0.476243856,0.348724383,0.141614358,2.345609475,Slnd,Sam Houston St.,154,0.5169,100.2,182,99.6,124,68.4,170,0.088,13,0.3166,289,96.5,305,103.1,250,0.4325,219
2003_1359,2003,1359,-1.153207408,-0.96248158,-1.237973909,-2.402284486,2.190916667,2.009573442,-1.780707652,-2.198233347,-3.168546269,0.16736111,1.22531063,-0.001933331,-1.824238973,-1.508142969,-0.903643762,-0.701780317,-0.763464815,-0.052405844,0.377501424,-0.914577312,-0.794927166,-1.255672485,-1.289116559,-0.483614035,-2.505770334,0.633219453,-0.977967368,-1.714298349,-0.251270075,0.444444444,0.469047619,0.369863014,0.725848564,0.76628712,0.433726579,0.329411765,0.67611336,1.822093372,0.444444444,0.421052632,0.571428571,0,20,20,0,0,0,0,0,-0.318807209,-1.861741397,1.943445765,0.62627829,-0.83635744,ASun,Samford,202,0.3847,99.9,185,104.1,220,60.3,323,-0.009,188,0.4314,213,101.2,170,103.7,266,0.637,43
2003_1360,2003,1360,0.872466602,0.329676773,0.308777597,-0.651753392,0.537643872,-0.004966295,1.324710156,1.946421787,-0.108229639,1.778859753,1.538400616,1.824124845,-1.269579613,0.157145159,0.581104368,0.697942935,1.140790606,0.508718851,0.363191126,-0.757334611,-0.679397215,-0.347261208,-0.644268155,-0.038592612,0.159216499,0.730847855,0.23675772,2.723447775,0.50802083,0.607142857,0.470980654,0.384158416,0.65807327,-0.120235283,0.432977461,0.356060606,0.681992337,-0.209567831,0.607142857,0.571428571,0.642857143,0,13,20,0,1,0,0,0,1.329348098,-1.497022,1.318709553,-1.752036861,0.015955127,WCC,San Diego,73,0.7092,103.9,110,96.2,62,72.2,38,0.004,155,0.5853,96,103.6,82,100.5,113,0.6392,40
2003_1361,2003,1361,0.398431638,0.176213786,0.725920604,0.080078498,-0.262599281,-0.395518737,-0.225367534,-0.11122444,0.691499507,-0.844342075,0.36270115,-0.022726185,-0.466384365,-0.462812649,0.627991151,-0.364833363,-0.897432533,0.62335723,0.06028981,0.863474774,0.489130914,-1.366744606,-1.591621361,0.42864286,-0.45124174,0.188215577,0.528906792,0.265427195,0.211528037,0.518518519,0.462902167,0.352422907,0.680656934,0.180107775,0.450980392,0.374745418,0.734113712,0.595509546,0.518518519,0.5625,0.454545455,0,20,20,0,0,0,0,0,1.285279774,-0.494240589,0.332283957,0.335479931,-0.694305346,MWC,San Diego St.,98,0.6352,105.9,80,100.9,156,68.5,165,-0.022,223,0.5726,107,103,106,100.4,110,0.417,236
2003_1362,2003,1362,-0.037735945,-0.202072478,0.325389486,-0.378706948,0.509139169,0.040732149,-0.996021021,-1.273534812,-0.628535348,-1.0112731,0.203648571,-0.842558729,-1.269579613,-1.309032432,0.285717634,-0.037386792,-0.836705408,-0.794538505,-0.956933899,-0.08784357,0.023042524,-0.695353302,-0.826581316,-0.158548469,-0.923268928,-1.537309656,-0.749245397,-0.690331061,0.127865239,0.5,0.462393721,0.379174853,0.714587738,0.640885189,0.462004035,0.349775785,0.683304647,0.495774445,0.5,0.470588235,0.5,1,20,20,0,0,0,0,0,-0.118296337,0.076864299,0.050448072,0.82776001,-0.778521944,WCC,San Francisco,116,0.6067,107.7,54,103.8,211,64.9,285,-0.019,215,0.5563,117,102,142,100,99,0.5714,94
2003_1363,2003,1363,-0.931153935,0.680280675,-0.220247198,0.456535125,-1.707649685,-1.652746725,-0.993592208,-0.475113173,0.410536705,-2.408590844,-0.465959478,-0.694495326,-0.188938111,-1.952834771,1.201091906,0.184922195,-1.530013829,0.790673568,-0.629998621,0.938374404,0.798748469,-1.19586442,0.882955176,0.888758444,1.288834818,-0.924294113,2.073038829,-0.083936137,-1.365633428,0.192307692,0.415946844,0.319402985,0.628,0.02134137,0.493920973,0.418013857,0.711666667,-0.248448715,0.192307692,0.2,0.2,0,20,20,0,0,0,0,0,-1.057968593,0.494058693,-1.549512567,1.134056963,-2.845848222,WAC,San Jose St.,284,0.2003,94.8,267,106.9,271,66.4,258,0.012,134,0.5047,152,100.7,185,100.5,112,0.4748,170
2003_1364,2003,1364,-0.878959377,-1.88286347,-1.366343924,-1.856974526,0.517414728,0.066161122,0.084644232,-0.344610383,-1.492914188,-0.760142261,-0.404134734,-1.427249961,-0.953678962,-1.947529124,-0.627667149,-2.101054089,-1.862797926,-0.489744446,0.078600837,-0.243232915,-0.592600396,-1.214468311,-1.001249087,-1.674764717,-0.791499552,-2.391576478,-0.7609636,-0.286792264,0.725379544,0.580645161,0.442828817,0.378091873,0.740131579,0.621895219,0.40926893,0.320353982,0.732081911,-0.887175327,0.580645161,0.625,0.75,0.285714286,20,20,0,0,0,0,0,-0.131730067,0.915950151,-0.514132846,-0.317409288,-1.344995585,BW,UC Santa Barbara,94,0.6399,102.5,133,97.5,82,62.2,316,-0.08,305,0.4748,171,101,175,101.9,181,0.5987,67
2003_1365,2003,1365,-0.952787364,-0.224836154,-0.996793881,-0.646696977,-0.173917982,-0.241498056,-0.421831549,-0.3262496,0.048158545,0.531574256,-0.861000671,0.122823796,-1.173600307,-1.191376205,0.080978682,-0.701780317,-0.59858147,1.341355495,1.446003702,0.270790745,-0.004737578,-1.450048697,-0.041284254,0.615240861,-1.531457805,-0.447504246,0.475089858,0.032518307,-0.662646174,0.444444444,0.418395574,0.349036403,0.679849341,-0.749720385,0.428963624,0.350174216,0.724014337,1.769713853,0.444444444,0.5,0.416666667,0,20,20,0,0,0,0,0,0.853410201,-0.604522912,1.2858287,0.044681571,-1.319334561,WCC,Santa Clara,232,0.3046,95.4,263,102.5,185,67,236,0.083,16,0.4753,169,101.4,165,102.3,202,0.3558,284
2003_1366,2003,1366,-1.405348752,1.687312668,-0.583342405,1.646893157,-1.533697905,-0.608778142,-1.600615639,-0.958676542,2.019687302,-0.642001438,-1.944277692,2.555587757,1.768418011,0.012337496,3.888185464,0.043049793,-0.464613752,-0.685933726,-1.008212468,4.182505336,5.143841452,2.159795243,2.548913108,0.200578636,2.23870807,1.713943152,1.282343872,-1.015571686,-2.588114859,0.111111111,0.37240971,0.268348624,0.600831601,-2.313496208,0.453741497,0.358313817,0.651282051,-1.161093421,0.111111111,0.111111111,0.111111111,0,20,20,0,0,0,0,0,-1.511589838,0.189509815,0.282962677,4.290337613,-0.665894927,ind,Savannah St.,326,0.0438,78.6,326,102.8,193,75.4,5,-0.004,170,0.3302,282,98.8,249,105.1,305,0.3302,297
2003_1368,2003,1368,-0.963648838,-0.066994356,-1.186292475,-0.176652579,-0.075777344,0.866503031,-0.143507527,0.033474844,-0.385992841,-1.584908805,-0.840939985,-0.701404952,0.752290146,-1.646253277,1.205636318,-0.427966581,-1.868183229,-0.716343064,-1.267324271,0.946111862,0.986456486,-1.851019055,1.493171351,0.154136467,1.177978255,-1.095938465,1.299565291,0.393992901,-0.798171744,0.36,0.397111913,0.29672447,0.675675676,-0.258311985,0.480161943,0.37007874,0.695431472,-0.676104734,0.36,0.352941176,0.375,0,20,20,0,0,0,0,0,-1.123318527,1.34703308,-1.468929184,0.740271246,-2.162555794,Slnd,Southeastern Louisiana,260,0.2389,95.2,264,105.3,240,67.7,198,0.024,105,0.3916,243,97.7,280,101.5,156,0.8074,4
2003_1369,2003,1369,0.174229032,1.158376905,0.574567832,0.158284393,0.680167389,-0.153486238,-1.027595595,-1.419896476,-1.1288293,-0.679578985,2.157416056,-0.822508477,-1.351414601,-1.0646695,-0.91692835,1.655581649,-0.101355132,-0.102183035,-1.005231156,-0.381766466,-0.334130224,-1.44509012,0.249066337,1.04101011,-0.923268928,-0.311278569,0.081073018,-1.476398557,-0.770183477,0.321428571,0.45465995,0.404471545,0.728850325,2.130659317,0.503523382,0.390519187,0.68784029,1.52139046,0.321428571,0.294117647,0.333333333,0.5,20,20,0,0,0,0,0,-0.504995877,-0.837691253,0.06630134,0.416488045,-0.997688033,OVC,Southeast Missouri St.,247,0.2719,101.3,162,110.4,304,66.7,246,-0.011,191,0.4352,208,101.8,147,104.1,283,0.5218,130
2003_1371,2003,1371,-0.311398638,-0.680956376,-0.079596928,0.090493552,-1.249306152,-1.0643035,0.054650143,0.09376912,0.364461888,0.378074462,-0.131206764,-0.057141944,0.273997566,0.026537385,0.170764177,-0.723183481,-0.405980666,-0.8956533,-0.629400777,0.130064784,0.071897188,-0.30294179,0.044121197,-0.666637362,0.490934544,0.614586286,1.167286978,0.17627931,0.268072548,0.586206897,0.431887599,0.318501171,0.691419142,-0.143236207,0.422712934,0.329192547,0.701320132,-0.871002899,0.586206897,0.65,0.5,0.333333333,20,20,0,0,0,0,0,0.460898201,-0.212830523,-0.426243313,0.004571453,-0.592419705,BE,Seton Hall,45,0.7947,102.8,129,91.4,13,67.2,226,0.023,110,0.7187,16,105.2,27,97,9,0.5035,153
2003_1372,2003,1372,0.133359968,-1.191652974,0.122970534,-0.95817218,-0.972049676,-1.485511252,0.642348533,0.457959807,-0.781958827,-1.329959603,-0.6804545,-0.896026069,1.287511171,-0.937962794,-0.050304311,-1.428876378,-1.371472151,-0.263581805,0.06028981,0.016783305,-0.103511277,0.243801152,-1.36474276,-2.080063602,1.010227055,-1.242154024,-0.009262551,0.451754305,1.068561576,0.703703704,0.474168436,0.375690608,0.718381113,-0.005313379,0.422575977,0.33197556,0.707272727,-2.107239,0.703703704,0.65,0.857142857,0,20,20,0,0,0,0,0,-0.411350689,1.865801129,-1.492603398,-0.420595803,-0.83635744,Slnd,Stephen F. Austin,139,0.5385,104.3,101,102.9,195,63.9,301,0.004,157,0.3005,298,96.3,308,103.6,265,0.4278,222
2003_1373,2003,1373,0.970710004,0.165841805,0.305340654,0.547454038,-0.175956633,-0.36937199,1.975255255,1.860202991,1.620372221,1.018587237,0.317045796,0.601059446,0.036958292,0.026537385,0.965252631,-0.706672469,0.02577206,0.480631408,1.298048376,1.549002902,0.934038306,-0.820001665,-0.378342405,-0.106843358,-0.140104455,0.407429309,1.818657458,1.650833508,0.725551141,0.655172414,0.432800474,0.357142857,0.720899471,-0.222197652,0.411656442,0.319604613,0.756240822,-0.059948554,0.655172414,0.692307692,0.615384615,0.666666667,20,20,0,0,0,0,0,1.829903471,-0.253901181,0.583992557,-0.518865593,-0.936283741,MAAC,Siena,122,0.5896,104.1,104,100.9,158,70.3,88,-0.013,196,0.4244,222,99.7,219,102.4,210,0.4249,226
